Age,Sex,Job,Credit amount,Duration,Risk,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Credit_amount/duration
3.367295829986474,0,2,7.637234388789473,2.5649493574615367,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.9775380814332504
3.4011973816621555,1,1,7.755338812846501,3.2188758248682006,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.4093314668837995
3.4339872044851463,1,3,8.693831965074693,3.332204510175204,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.609033130627862
3.258096538021482,1,2,7.141245122350491,2.5649493574615367,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.784166128495416
3.4657359027997265,1,2,8.12533508671429,2.9444389791664403,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.7595528873940336
4.060443010546419,1,2,7.70796153183549,3.6109179126442243,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.13462662910303
3.295836866004329,1,1,6.664409020350408,1.9459101490553132,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4248287484320885
3.970291913552122,1,3,8.774776816043985,2.5649493574615367,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.421033164073131
3.4657359027997265,0,2,9.166074955678168,3.6109179126442243,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5384334890531974
3.1780538303479458,0,3,7.581719640125308,2.9444389791664403,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.5749284307707625
3.1780538303479458,0,1,8.737131611781498,3.6109179126442243,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.419642823002703
3.332204510175204,1,2,7.238496840894365,2.302585092994046,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.1436392352745433
3.9318256327243257,1,2,7.338238150065589,2.772588722239781,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.6467099469904567
4.127134385045092,1,3,7.577633832602728,3.6109179126442243,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.098533950624686
3.258096538021482,1,2,9.576510097476705,3.8918202981106265,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.460676332390229
3.295836866004329,0,2,8.065265208897733,3.2188758248682006,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5056155153881936
3.8918202981106265,1,2,8.55468163582723,3.332204510175204,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5672738902143295
3.4011973816621555,0,2,7.683403681053826,2.5649493574615367,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.995538160900724
3.1354942159291497,1,2,6.915723448631314,2.5649493574615367,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2.6962417127313674
3.6375861597263857,1,2,7.506591780070841,3.6109179126442243,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0788597142530634
3.258096538021482,0,2,7.781138509845015,3.6109179126442243,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.1548921072390144
3.4339872044851463,0,2,9.00380808646717,3.6109179126442243,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.4934956441238536
3.8501476017100584,1,1,6.594413459749778,2.0794415416798357,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.171242531984146
3.9512437185814275,1,3,7.060476365999801,2.1972245773362196,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.2133612735023607
3.7376696182833684,0,1,8.691986481789401,3.7612001156935624,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.310960920564208
3.713572066704308,1,3,7.589841512182657,3.6109179126442243,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.1019147196909618
4.204692619390966,1,3,7.3310603052186325,2.5649493574615367,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.8581696102078173
3.5553480614894135,1,2,8.285513309079741,3.7612001156935624,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.20289084712843
3.9512437185814275,1,2,8.470520783217808,2.4849066497880004,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.4087883276985353
3.6888794541139363,1,1,9.152393412021333,4.007333185232471,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.2839112669116353
3.1354942159291497,1,2,8.251403065380556,3.4339872044851463,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.4028636608206813
3.8066624897703196,0,2,8.690137586397595,3.2188758248682006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6997430342791864
3.871201010907891,1,2,7.101675971619444,2.772588722239781,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.561388176563921
3.2188758248682006,0,1,7.358193752733032,2.9444389791664403,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.4990138375413404
4.07753744390572,0,1,7.470793774195062,3.2188758248682006,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.3209325803989223
3.970291913552122,1,1,7.7475968386928855,2.3978952727983707,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.2309988374310246
3.4011973816621555,0,3,7.253470382684528,2.5649493574615367,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.8279195304904956
3.332204510175204,0,2,7.16703787691222,2.9444389791664403,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.434092853553101
3.871201010907891,1,2,9.442483307087192,3.6109179126442243,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2.614981435613028
3.4339872044851463,1,3,7.718685495198466,2.9444389791664403,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.6214452226086196
3.367295829986474,1,2,7.011213987350367,2.5649493574615367,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.73347072797148
4.04305126783455,1,2,6.428105272684596,2.5649493574615367,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5061334072678627
4.007333185232471,1,2,7.251344983372214,2.5649493574615367,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.827090898413948
3.5263605246161616,0,1,6.682108597449809,2.5649493574615367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6051619997920414
3.044522437723423,1,2,8.193676665955241,3.2188758248682006,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.545508777521959
4.007333185232471,1,2,7.1846291527173145,2.5649493574615367,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2.8010803144385488
4.07753744390572,1,2,9.67696329306244,4.007333185232471,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.41481375412538
4.127134385045092,0,2,7.607381425639791,2.5649493574615367,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.9658992695156434
3.5553480614894135,1,2,7.872073979866873,2.9444389791664403,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.673539521642737
3.6109179126442243,1,2,7.757051142032013,3.6109179126442243,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.148221402339117
3.6109179126442243,1,3,8.861917004235215,3.044522437723423,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.9107740821453154
3.7376696182833684,1,1,7.293017679772782,3.2188758248682006,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.265703331401857
3.2188758248682006,1,2,7.751045117971802,3.6109179126442243,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.1465581066881194
3.2188758248682006,0,2,6.838405200847344,1.9459101490553132,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.514245097168132
3.58351893845611,1,2,7.560080465021827,2.302585092994046,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.2833012287035492
3.295836866004329,1,2,7.802209316247118,2.5649493574615367,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.041857061836402
3.6888794541139363,1,3,9.387565631345389,3.2188758248682006,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.916411238613024
3.6888794541139363,1,3,8.773229786032473,2.9444389791664403,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.9795930050199724
3.4965075614664802,1,2,8.712595487748722,2.5649493574615367,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.3967904521792778
3.4339872044851463,0,2,8.951828676824181,3.2188758248682006,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.781041942551705
3.58351893845611,1,2,7.252053951852814,2.70805020110221,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.677961416262202
3.4657359027997265,1,2,7.27931883541462,1.9459101490553132,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.7408298831004774
3.1780538303479458,0,2,5.973809611869261,2.772588722239781,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.1545963755646516
3.367295829986474,1,1,8.74209519574531,2.9444389791664403,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.9690189735975325
3.258096538021482,0,2,8.969032850034301,3.6109179126442243,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.4838650634033397
3.58351893845611,1,2,7.427144133408616,2.5649493574615367,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2.8956299319527563
3.871201010907891,1,2,8.182838710766026,3.8918202981106265,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.1025736246708444
3.4339872044851463,0,3,8.878358040627822,3.7612001156935624,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.360512008808832
3.332204510175204,0,2,7.665284718471351,2.3978952727983707,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.196672017091838
3.1780538303479458,0,2,8.362175469149628,3.5263605246161616,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2.3713331098101027
3.6109179126442243,1,3,7.769378609513984,2.5649493574615367,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.0290573133198757
3.258096538021482,0,2,7.515344571180436,3.091042453358316,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.4313301045138545
3.7376696182833684,0,3,8.260751354700513,3.2188758248682006,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.566346701193034
3.2188758248682006,1,1,7.478169694159785,2.5649493574615367,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.9155233308624595
4.1588830833596715,1,2,6.661854740545311,2.3978952727983707,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.778209213770563
3.332204510175204,0,2,7.562681246721884,2.9444389791664403,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.5684625493114654
3.4339872044851463,1,2,7.660114319173928,2.5649493574615367,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.986458308383501
3.713572066704308,1,1,6.553933404025811,2.5649493574615367,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.555190177521504
3.4339872044851463,1,2,6.461468176353717,2.5649493574615367,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.5191406440665416
3.5553480614894135,1,3,7.528869256642251,2.5649493574615367,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.9352896324211937
3.4011973816621555,0,2,8.160518247477505,2.5649493574615367,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.1815514110398486
3.2188758248682006,0,2,9.046408680293819,3.8918202981106265,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.3244672126011587
3.4011973816621555,1,2,8.837536046107568,3.6109179126442243,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.4474486155338724
3.332204510175204,1,1,7.904334842085095,2.772588722239781,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.850886169550504
3.871201010907891,1,2,7.59337419312129,2.9444389791664403,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.578886588191733
3.091042453358316,0,2,9.224736252259914,4.110873864173311,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2439842615105365
3.6635616461296463,0,2,7.123672785204607,2.5649493574615367,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.7773151795303748
3.332204510175204,1,2,9.061144065614055,3.332204510175204,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.719264090167632
4.204692619390966,1,1,6.642486801367256,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2.5897146008142444
3.58351893845611,1,2,7.911690520708339,2.772588722239781,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.8535391698185353
3.8066624897703196,0,1,7.540090320145325,2.5649493574615367,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.9396644024221805
3.332204510175204,1,0,6.565264970035361,1.9459101490553132,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3.3738787853193632
3.4339872044851463,0,3,8.475537516147405,3.6109179126442243,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.3471975052296017
3.332204510175204,1,3,8.136518252115291,3.332204510175204,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.4417823777831336
3.1354942159291497,1,2,7.809135398120538,2.9444389791664403,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.6521641145816086
3.1780538303479458,0,2,7.735870319952567,3.091042453358316,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.502673592058821
3.4339872044851463,1,2,8.17948018535889,3.8918202981106265,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.1017106543510775
3.6888794541139363,0,2,6.7580945044277305,1.9459101490553132,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.472973563403533
3.9512437185814275,0,2,6.52649485957079,2.5649493574615367,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.544492678026942
3.367295829986474,1,2,8.588955557643128,3.6109179126442243,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.378607258715986
3.8501476017100584,1,2,7.367077059881012,2.9444389791664403,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.5020308153801865
3.7612001156935624,1,2,7.205635176410364,1.9459101490553132,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.702963972878452
3.6635616461296463,1,2,7.562681246721884,2.3978952727983707,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.153883045899728
3.2188758248682006,1,2,8.674025985443025,3.6109179126442243,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.40216648378228
3.4011973816621555,0,2,8.95660873889395,3.2188758248682006,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2.78252695232836
3.6109179126442243,1,3,8.849083518532339,3.2188758248682006,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.7491223644499154
3.044522437723423,0,2,7.1569563646156364,2.5649493574615367,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.7902914900817724
3.8918202981106265,1,2,7.161622002939187,2.302585092994046,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.1102529173534026
3.828641396489095,1,1,5.8289456176102075,2.5649493574615367,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.2725382864396835
3.6635616461296463,1,2,8.164225652265827,3.2188758248682006,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2.536359305690246
3.5553480614894135,1,1,7.549082710812286,1.9459101490553132,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8794610914985777
3.6109179126442243,1,2,7.96311205897929,3.2188758248682006,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4738798550283763
3.4339872044851463,0,2,6.962243464266207,2.9444389791664403,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.364539905064425
3.6109179126442243,1,2,7.141245122350491,2.772588722239781,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.5756597309468883
4.2626798770413155,1,3,8.896861744480391,2.3978952727983707,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.7102795294715496
3.6109179126442243,1,2,6.813444599510896,3.6109179126442243,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.8869009942465034
3.4965075614664802,1,2,7.999342952713282,1.9459101490553132,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.110849083446503
3.5263605246161616,0,2,7.0317412587631285,2.9444389791664403,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.388142973420963
3.044522437723423,0,2,7.363913501405819,2.4849066497880004,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.9634567970728685
3.258096538021482,0,2,8.287276755814599,3.2188758248682006,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.574587280375728
3.4657359027997265,1,2,7.568379267836522,3.2188758248682006,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.3512492185517644
3.5263605246161616,1,2,6.85751406254539,2.772588722239781,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.473325382715141
3.295836866004329,0,2,6.638567789166521,2.5649493574615367,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5881866906473885
3.5553480614894135,0,3,7.632885505395133,3.2188758248682006,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.3712892079978474
3.5263605246161616,1,2,7.254884810077338,2.1972245773362196,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.301840369395793
3.295836866004329,1,2,8.13593277200489,3.091042453358316,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.6320999775222975
3.9889840465642745,0,3,8.920789888464375,3.4339872044851463,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5977935726763604
3.7612001156935624,1,2,7.8547691834991324,2.5649493574615367,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.062348642732187
3.970291913552122,1,2,5.82600010738045,1.9459101490553132,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2.9939717978288027
